gov_level,fiscal_year,sector,amount_crore,description
union,2017-18,other,647.89,Demand No. 94
union,2017-18,other,635.2,Ministry of Law and Justice
union,2017-18,other,635.2,Demand No. 61
union,2017-18,other,629.2,Centrally Sponsored Scheme for Devlopment of
union,2017-18,security,620.0,Demand No. 46
union,2017-18,security,620.0,National Cyclone Risk Mitigation Project with World
union,2017-18,social_welfare,611.95,Ministry of Women and Child Development
union,2017-18,social_welfare,611.95,Demand No. 98
union,2017-18,education,610.76,University Grants Commission
union,2017-18,healthcare,580.0,"All India Institute of  Medical Sciences, New Delhi"
union,2017-18,education,571.0,Kendriya Vidyalaya Sangathan
union,2017-18,education,527.0,Rashtriya Uchhatar Shiksha Abhiyan (RUSA)
union,2017-18,healthcare,523.1,Tetiary Care Programme Scheme
union,2017-18,other,500.0,"Grants to autonomous councils, areas covered"
union,2017-18,energy,500.0,Power System Development Fund
union,2017-18,social_welfare,500.0,Anganwadi Services
union,2017-18,other,487.94,Ministry of Culture
union,2017-18,other,487.94,Demand No. 18
union,2017-18,other,485.88,National Automotive Testing and R and D Infrasture
union,2017-18,healthcare,484.0,Pradhan Mantri Swasthya Suraksha Yojana
union,2017-18,other,468.4,"Ministry of Micro, Small and Medium Enterprises"
union,2017-18,other,468.4,Demand No. 64
union,2017-18,other,450.36,Demand No. 29
union,2017-18,other,450.36,Grants for creation of Capital Assets
union,2017-18,urban_services,450.0,Pradhan Mantri Krishi Sinchai Yonana (HKKP)
union,2017-18,other,447.55,North Eastern Council
union,2017-18,other,430.6,"Ministry of Ayurveda, Yoga and Naturopathy, Unani, Siddha"
union,2017-18,other,430.6,Demand No. 5
union,2017-18,infrastructure,417.75,Ministry of Information and Broadcasting
union,2017-18,infrastructure,417.75,Demand No. 59
union,2017-18,infrastructure,404.24,Ministry of Youth Affairs and Sports
union,2017-18,infrastructure,404.24,Demand No. 99
union,2017-18,education,392.0,"Indian Institute of Science, Education and Research"
union,2017-18,healthcare,384.0,Jawaharlal Institute of Post Graduate Medical
union,2017-18,infrastructure,367.0,PRSAR BHARATI
union,2017-18,other,358.54,Biotechnology R and D
union,2017-18,other,335.5,Autonomous Institutions and Professional Bodies
union,2017-18,infrastructure,320.0,Research and Development Support
union,2017-18,other,308.5,Science and Engineering Research Board
union,2017-18,other,307.51,"Ministry of Environment, Forests and Climate Change"
union,2017-18,other,307.51,Demand No. 27
union,2017-18,other,300.0,Indian Leather Development Programme
union,2017-18,infrastructure,300.0,Sagamala
union,2017-18,infrastructure,290.0,Grants to Land Ports Authority of India
union,2017-18,other,284.0,Assistance to Autonomous Institutions
union,2017-18,other,274.25,Ministry of Electronics and Information Technology
union,2017-18,other,274.25,Demand No. 26
union,2017-18,other,262.58,Ministry of Earth Sciences
union,2017-18,other,262.58,Demand No. 25
union,2017-18,infrastructure,260.0,Khelo India
union,2017-18,healthcare,259.71,Demand No. 43
union,2017-18,education,258.0,Indian Institutes of Information Technology
union,2017-18,education,253.0,National Programme of Mid Day Meals in Schools
union,2017-18,healthcare,247.7,National AYUSH Mission (NAM)
union,2017-18,other,245.0,Atmosphere and Climate Research - Modelling
union,2017-18,other,236.4,Infrastructure Development And Capacity Building
union,2017-18,infrastructure,228.0,Inland Waterways Authority of India
union,2017-18,social_welfare,226.44,Ministry of Social Justice and Empowerment
union,2017-18,other,217.3,Infrastructure Development and Capacity Building -
union,2017-18,security,214.02,Demand No. 51
union,2017-18,security,214.02,Schemes of Dadra and Nagar Haveli
union,2017-18,other,212.0,Promotion of Electronics and IT Hardware Mfg.
union,2017-18,healthcare,210.0,Post-Graduate Institute of Medical Education and
union,2017-18,social_welfare,208.9,Demand No. 89
union,2017-18,other,200.0,Ministry of External Affairs
union,2017-18,other,200.0,Demand No. 28
union,2017-18,education,200.0,South Asian University
union,2017-18,healthcare,200.0,"Indian Council of Medical Research, New Delhi"
union,2017-18,other,198.0,Industrial Infrastructure Upgradation Scheme (IIUS)
union,2017-18,other,180.8,Centenaries and Anniversaries Schemes
union,2017-18,other,174.28,Ministry of Chemicals and Fertilisers
union,2017-18,other,170.0,National River Conservation Programme
union,2017-18,social_welfare,168.0,Vanbandhu Kalyan Yojana
union,2017-18,urban_services,165.0,National River Conservation Plan
union,2017-18,social_welfare,163.73,Deparment of Space
union,2017-18,social_welfare,163.73,Demand No. 91
union,2017-18,other,160.0,NER Textile Promotion Scheme
union,2017-18,other,153.54,Ministry of Tourism
union,2017-18,other,153.54,Demand No. 95
union,2017-18,energy,153.0,Strengthening of transmission system in the states
union,2017-18,infrastructure,150.0,Renamed as North Est Road Sector Development
union,2017-18,infrastructure,150.0,Delhi Metro
union,2017-18,social_welfare,150.0,Girls Hostels for SCs
union,2017-18,urban_services,150.0,Flood Management Programme
union,2017-18,other,147.0,Scheme for Enhancement of Competitiveness in the
union,2017-18,urban_services,146.85,North Eastern Region Projects
union,2017-18,energy,145.2,Indian Institute of Petroleum Energy
union,2017-18,infrastructure,140.4,Ministry of Civil Aviation
union,2017-18,infrastructure,140.4,Demand No. 9
union,2017-18,urban_services,136.5,HRIDAY
union,2017-18,energy,135.1,Rajiv Gandhi Institute of Petroleum Technology
union,2017-18,other,135.0,Technology Development Programme
union,2017-18,healthcare,133.31,Institutions of higher learning as per Oversight
union,2017-18,energy,125.0,CPRI
union,2017-18,other,123.65,Ministry of Panchayati Raj
union,2017-18,other,123.65,Demand No. 68
union,2017-18,other,123.65,Capacity Building Sashakatikaran Abhiyan
union,2017-18,other,120.0,Scheme in R and D Projects Development of
union,2017-18,other,118.79,Demand No. 6
union,2017-18,other,102.0,S and T Programme for Socio Economic
union,2017-18,infrastructure,100.0,Airports Authority of India
union,2017-18,energy,100.0,PakalDul Project- JKSPDCL Share
union,2017-18,other,96.5,Grants towards Development of Silk Industries
union,2017-18,security,96.2,Demand No. 49
union,2017-18,other,95.0,Assistance to IHMs/FCI/IITTM/NCH/MCT
union,2017-18,healthcare,92.81,"Chittaranjan National Cancer Institute, Kolkata"
union,2017-18,education,91.7,Assistance to Other Institutions
union,2017-18,education,86.45,National Initiative for Technology Transfer
union,2017-18,education,85.0,Indian Maritime University
union,2017-18,healthcare,81.61,National Urban Health Mission
union,2017-18,infrastructure,75.78,Grants from Central Road Fund to U.T.
union,2017-18,education,75.0,"IIT, Hyderabad (EAP)"
union,2017-18,other,75.0,National Mission on Nano Science and Nano
union,2017-18,infrastructure,75.0,Sports Facility at J and K
union,2017-18,healthcare,72.94,National Institute of Mental Health and Neuro-
union,2017-18,healthcare,72.26,"All India Institute of Speech and Hearing, Mysore"
union,2017-18,agriculture_rural,71.94,Demand No. 1
union,2017-18,education,70.0,Uchhatar Avishkar Abhiyan
union,2017-18,other,68.08,Central Institute of Plastic Enginnering and
union,2017-18,education,67.0,National Mission on Teachers and Teaching
union,2017-18,energy,65.0,Jammu Kashmir Price Escalation Prime Minister's
union,2017-18,other,65.0,Mega Facilities for Basic Research
union,2017-18,energy,64.55,"Research, Development and Internation Co-"
union,2017-18,energy,61.31,Scheme for In-Situ Upgradation of Plan Powerloom
union,2017-18,social_welfare,60.58,Physical Research Laboratory (PRL)
union,2017-18,healthcare,60.0,North-Eastern Indira Gandhi Regional Institute of
union,2017-18,social_welfare,60.0,Semi-conductor Laboratory (SCL)
union,2017-18,infrastructure,60.0,Support to  NSTFDC
union,2017-18,other,59.8,Conservation of Aquatic Ecosystems
union,2017-18,healthcare,59.71,"Bhopal Memorial Hospitaland Research Centre,"
union,2017-18,other,59.0,National  Institute of Fashion Technology
union,2017-18,education,57.7,Teacher Training and Adult Education
union,2017-18,other,57.0,Technical Research Centre
union,2017-18,other,55.49,Demand No. 8
union,2017-18,urban_services,55.26,National Hydrology Project
union,2017-18,energy,55.0,Power system improvement project for NER
union,2017-18,other,55.0,Assistance to central Agencies for Tourism
union,2017-18,infrastructure,50.98,Project Based support to Autonomous Institutions
union,2017-18,other,50.54,Demand No. 11
union,2017-18,education,50.48,National Institute of Pharmaceuticals Education and
union,2017-18,other,50.0,Special Package for Bodoland Territorial Council
union,2017-18,urban_services,50.0,UIDSST
union,2017-18,education,50.0,Technical Education Quality Improvement
union,2017-18,agriculture_rural,50.0,National Rural Livelihood Mission -Aajeevika
union,2017-18,energy,49.8,National Power Training Institute
union,2017-18,social_welfare,49.38,Working Womens Hostel (WWH)
union,2017-18,other,49.0,Setting up of Performing Arts Centre and
union,2017-18,infrastructure,49.0,Gram Panchayat under Roads and Bridges
union,2017-18,other,48.67,"Indian Statistical Institute, Kolkata (ISI)"
union,2017-18,other,47.96,Ministry of Skill Development and Entrepreneurship
union,2017-18,other,47.96,Demand No. 88
union,2017-18,other,47.96,Pradhan Mantri Kaushal Vikas Yojana
union,2017-18,healthcare,47.0,Lokopriya Gopinath Bordoloi Regional Inst. of
union,2017-18,other,46.5,Schemes of Petrochemicals
union,2017-18,other,46.0,Scheme for Integrated Textiles Park
union,2017-18,urban_services,45.0,Ghat Works for Beautification of River Fronts
union,2017-18,healthcare,40.5,Food Safety and Standards Authority of India
union,2017-18,other,40.0,Special Package for Economic Development of
union,2017-18,education,40.0,Deemed Universities promoted by Central
union,2017-18,education,40.0,Setting up of virtual classrooms and massive open
union,2017-18,social_welfare,40.0,Boys and Girls Hostel for OBCs
union,2017-18,other,37.05,CHCDS- Handloom Mega Cluster
union,2017-18,other,36.9,Science Cities
union,2017-18,security,36.8,Cyber Security Projects (NCCC and Others)
union,2017-18,other,35.5,CHCDS Handicraft Mega  Cluster
union,2017-18,other,35.15,"Ministry of Consumer Affairs, Food and Public Distribution"
union,2017-18,healthcare,35.0,"Pasteur Institute of India, Coonoor"
union,2017-18,education,35.0,Grants to Institutes for Promotion of Indian
union,2017-18,education,35.0,National Institutes of Technical Teachers Training
union,2017-18,other,34.15,Industrial and Entrepreneurship Development
union,2017-18,other,33.92,Museum Scheme
union,2017-18,other,33.5,National Gandhi Heritage Site Mission
union,2017-18,education,33.3,National Aviation University
union,2017-18,urban_services,32.13,Ministry of Drinking Water and Sanitation
union,2017-18,urban_services,32.13,Demand No. 24
union,2017-18,urban_services,32.09,National Rural Drinking Water Programme
union,2017-18,social_welfare,30.62,Indian Institute of Space Science and Technology
union,2017-18,education,30.0,"Rani Lakshmi Bai Central Agricultural University,"
union,2017-18,other,30.0,Dima Hasao Territorial Council
union,2017-18,infrastructure,30.0,Refresher Training of drivers in unorganised sector
union,2017-18,infrastructure,30.0,Sports Authority of India
union,2017-18,infrastructure,29.88,Grants from Central Road Fund to UT Governments
union,2017-18,energy,28.5,Autonomous Bodies
union,2017-18,other,28.43,Ministry of Corporate Affairs
union,2017-18,other,28.43,Demand No. 17
union,2017-18,other,28.43,CCI
union,2017-18,other,28.0,All India institute of Homoeopathy
union,2017-18,other,28.0,All India Institute of Unani Medicine
union,2017-18,other,28.0,Alliance and R and D Mission (Climate Change
union,2017-18,other,28.0,Integarated Processing Development Scheme
union,2017-18,education,27.8,New Schools of Planning and Architecture
union,2017-18,other,27.4,APEDA
union,2017-18,education,26.5,Education Scheme for Madrassas/Minorities
union,2017-18,agriculture_rural,25.66,Sub-Mission on Seeds and Planting Material
union,2017-18,education,25.0,World Class Institutions
union,2017-18,other,24.73,Tagore Cultural Complexes (Setting Up of  Multi
union,2017-18,other,24.0,All India Insititute of Yoga
union,2017-18,education,24.0,Support to Indian Institute of Science (IISc)
union,2017-18,other,23.53,Group Workshed Scheme
union,2017-18,agriculture_rural,23.28,Organic Value Chain Development for NE Region
union,2017-18,other,23.25,National Council of Science Museums
union,2017-18,other,22.94,Ministry of Food Processing Industries
union,2017-18,other,22.94,Demand No. 41
union,2017-18,other,22.15,Demand No. 15
union,2017-18,energy,22.0,Smart Grid
union,2017-18,other,21.5,Centre for Development of Advanced computing
union,2017-18,education,21.0,National School of Drama
union,2017-18,other,20.0,"National Institute fo Naturopathy, Pune"
union,2017-18,healthcare,20.0,Andaman and Nicobar Islands Medical Education
union,2017-18,education,20.0,PM Girls Hostel
union,2017-18,infrastructure,20.0,Setting up of Inspection and Maintenance Centres
union,2017-18,energy,20.0,CPCDS Powerloom Mega Cluster
union,2017-18,other,19.99,IIFT
union,2017-18,other,19.56,Intensification of Forest Management
