gov_level,dataset,pdf_source,fiscal_year,estimate_type,component,amount_crore,sector,demand_no,ministry,department,category,description
union,central_sector_schemes,central_sector_schemes.pdf,2016-17,actuals,total,745.82,other,56.0,Department of Public Enterprises,,,327.
union,central_sector_schemes,central_sector_schemes.pdf,2016-17,actuals,capital,716.7,security,21.0,Department of Food and Public Distribution,,,Defence Ordnance Factories
union,central_sector_schemes,central_sector_schemes.pdf,2016-17,actuals,total,716.7,security,21.0,Department of Food and Public Distribution,,,Defence Ordnance Factories
union,central_sector_schemes,central_sector_schemes.pdf,2016-17,actuals,revenue,715.68,education,64.0,Department of Higher Education,,,Credit Support Programme
union,central_sector_schemes,central_sector_schemes.pdf,2016-17,actuals,total,715.68,education,64.0,Department of Higher Education,,,Credit Support Programme
union,central_sector_schemes,central_sector_schemes.pdf,2016-17,actuals,revenue,710.69,other,56.0,Department of Public Enterprises,,,Non-residential
union,central_sector_schemes,central_sector_schemes.pdf,2016-17,actuals,revenue,700.79,other,41.0,Department of Financial Services,,,National Mission on Food Processing (SAMPDA)
union,central_sector_schemes,central_sector_schemes.pdf,2016-17,actuals,total,700.79,other,41.0,Department of Financial Services,,,National Mission on Food Processing (SAMPDA)
union,central_sector_schemes,central_sector_schemes.pdf,2016-17,actuals,revenue,689.84,education,67.0,Department of Higher Education,,,Transfer to National Clean Energy  Fund (NCEF) - Off-Grid/Distributed and Decentralized Renewable Power
union,central_sector_schemes,central_sector_schemes.pdf,2016-17,actuals,total,689.84,education,67.0,Department of Higher Education,,,Transfer to National Clean Energy  Fund (NCEF) - Off-Grid/Distributed and Decentralized Renewable Power
union,central_sector_schemes,central_sector_schemes.pdf,2016-17,actuals,revenue,680.0,other,29.0,Department of Economic Affairs,,,Viability Gap Funding
union,central_sector_schemes,central_sector_schemes.pdf,2016-17,actuals,revenue,661.22,other,19.0,Department of Food and Public Distribution,,,Other works
union,central_sector_schemes,central_sector_schemes.pdf,2016-17,actuals,total,661.22,other,19.0,Department of Food and Public Distribution,,,Other works
union,central_sector_schemes,central_sector_schemes.pdf,2016-17,actuals,revenue,660.79,education,2.0,Department of Agricultural Research and Education,,,Agricultural Universities and Institutions
union,central_sector_schemes,central_sector_schemes.pdf,2016-17,actuals,total,660.79,education,2.0,Department of Agricultural Research and Education,,,Agricultural Universities and Institutions
union,central_sector_schemes,central_sector_schemes.pdf,2016-17,actuals,capital,649.57,other,21.0,Department of Food and Public Distribution,,,Construction Works - Navy
union,central_sector_schemes,central_sector_schemes.pdf,2016-17,actuals,total,649.57,other,21.0,Department of Food and Public Distribution,,,Construction Works - Navy
union,central_sector_schemes,central_sector_schemes.pdf,2016-17,actuals,revenue,645.0,other,23.0,Department of Food and Public Distribution,,,Central Pool of Resources for North East and Sikkim
union,central_sector_schemes,central_sector_schemes.pdf,2016-17,actuals,revenue,610.24,education,2.0,Department of Agricultural Research and Education,,,Natural Resource Management Institutes including Agro Forestry Research
union,central_sector_schemes,central_sector_schemes.pdf,2016-17,actuals,total,610.24,education,2.0,Department of Agricultural Research and Education,,,Natural Resource Management Institutes including Agro Forestry Research
union,central_sector_schemes,central_sector_schemes.pdf,2016-17,actuals,revenue,609.75,infrastructure,94.0,Department of Space,,,Procurement of Cotton by Cotton Corporation under Price Support Scheme
union,central_sector_schemes,central_sector_schemes.pdf,2016-17,actuals,total,609.75,infrastructure,94.0,Department of Space,,,Procurement of Cotton by Cotton Corporation under Price Support Scheme
union,central_sector_schemes,central_sector_schemes.pdf,2016-17,actuals,revenue,592.76,education,68.0,Department of Higher Education,,,Capacity Building- Panchayat Sashaktikaran Abhiyaan (PSA) / Rashtriya Gram Swaraj Abhiyan (RGSA)
union,central_sector_schemes,central_sector_schemes.pdf,2016-17,actuals,total,592.76,education,68.0,Department of Higher Education,,,Capacity Building- Panchayat Sashaktikaran Abhiyaan (PSA) / Rashtriya Gram Swaraj Abhiyan (RGSA)
union,central_sector_schemes,central_sector_schemes.pdf,2016-17,actuals,revenue,575.45,healthcare,42.0,Department of Health and Family Welfare,,,Family Welfare Schemes
union,central_sector_schemes,central_sector_schemes.pdf,2016-17,actuals,total,575.45,healthcare,42.0,Department of Health and Family Welfare,,,Family Welfare Schemes
union,central_sector_schemes,central_sector_schemes.pdf,2016-17,actuals,revenue,571.99,other,29.0,Department of Economic Affairs,,,Exim Bank
union,central_sector_schemes,central_sector_schemes.pdf,2016-17,actuals,total,571.99,other,29.0,Department of Economic Affairs,,,Exim Bank
union,central_sector_schemes,central_sector_schemes.pdf,2016-17,actuals,revenue,567.01,infrastructure,16.0,Department of Food and Public Distribution,,,Subsidy on Import of Edible Oil-Past Liabilities
union,central_sector_schemes,central_sector_schemes.pdf,2016-17,actuals,total,567.01,infrastructure,16.0,Department of Food and Public Distribution,,,Subsidy on Import of Edible Oil-Past Liabilities
union,central_sector_schemes,central_sector_schemes.pdf,2016-17,actuals,revenue,564.15,education,74.0,Department of Higher Education,,,Power System Development Fund
union,central_sector_schemes,central_sector_schemes.pdf,2016-17,actuals,total,564.15,education,74.0,Department of Higher Education,,,Power System Development Fund
union,central_sector_schemes,central_sector_schemes.pdf,2016-17,actuals,total,550.29,other,84.0,Department of Science and Technology,,,"Innovation, Technology Development and Deployment"
union,central_sector_schemes,central_sector_schemes.pdf,2016-17,actuals,capital,550.0,other,16.0,Department of Food and Public Distribution,,,Schemes for Development of Sugar Industries
union,central_sector_schemes,central_sector_schemes.pdf,2016-17,actuals,revenue,548.83,education,67.0,Department of Higher Education,,,Solar Power - Off-Grid/Distributed and Decentralized Renewable Power
union,central_sector_schemes,central_sector_schemes.pdf,2016-17,actuals,total,548.83,education,67.0,Department of Higher Education,,,Solar Power - Off-Grid/Distributed and Decentralized Renewable Power
union,central_sector_schemes,central_sector_schemes.pdf,2016-17,actuals,revenue,546.29,other,84.0,Department of Science and Technology,,,"Innovation, Technology Development and Deployment"
union,central_sector_schemes,central_sector_schemes.pdf,2016-17,actuals,capital,542.56,education,80.0,Department of Higher Education,,,Road Safety Works - Level Crossings
union,central_sector_schemes,central_sector_schemes.pdf,2016-17,actuals,total,542.56,education,80.0,Department of Higher Education,,,Road Safety Works - Level Crossings
union,central_sector_schemes,central_sector_schemes.pdf,2016-17,actuals,revenue,533.12,other,23.0,Department of Food and Public Distribution,,,Schemes of North East Council - Special Development Projects
union,central_sector_schemes,central_sector_schemes.pdf,2016-17,actuals,total,533.12,other,23.0,Department of Food and Public Distribution,,,Schemes of North East Council - Special Development Projects
union,central_sector_schemes,central_sector_schemes.pdf,2016-17,actuals,revenue,522.29,education,2.0,Department of Agricultural Research and Education,,,Horticultural Science
union,central_sector_schemes,central_sector_schemes.pdf,2016-17,actuals,total,522.29,education,2.0,Department of Agricultural Research and Education,,,Horticultural Science
union,central_sector_schemes,central_sector_schemes.pdf,2016-17,actuals,revenue,500.0,other,31.0,Department of Financial Services,,,Stand-Up India (through NCGTC)
union,central_sector_schemes,central_sector_schemes.pdf,2016-17,actuals,capital,500.0,infrastructure,31.0,Department of Financial Services,,,Subscription to the Share Capital of Export-Import Bank of India (Exim Bank)
union,central_sector_schemes,central_sector_schemes.pdf,2016-17,actuals,total,500.0,infrastructure,31.0,Department of Financial Services,,,Subscription to the Share Capital of Export-Import Bank of India (Exim Bank)
union,central_sector_schemes,central_sector_schemes.pdf,2016-17,actuals,total,500.0,other,31.0,Department of Financial Services,,,Stand-Up India (through NCGTC)
union,central_sector_schemes,central_sector_schemes.pdf,2016-17,actuals,revenue,499.86,other,12.0,Department of Industrial Policy and Promotion,,,National Industrial Corridor Development and Implementation Trust (NICDIT)
union,central_sector_schemes,central_sector_schemes.pdf,2016-17,actuals,total,499.86,other,12.0,Department of Industrial Policy and Promotion,,,National Industrial Corridor Development and Implementation Trust (NICDIT)
union,central_sector_schemes,central_sector_schemes.pdf,2016-17,actuals,revenue,496.51,other,94.0,Department of Space,,,Central Silk Board
union,central_sector_schemes,central_sector_schemes.pdf,2016-17,actuals,total,496.51,other,94.0,Department of Space,,,Central Silk Board
union,central_sector_schemes,central_sector_schemes.pdf,2016-17,actuals,capital,494.75,education,80.0,Department of Higher Education,,,Bridge Works
union,central_sector_schemes,central_sector_schemes.pdf,2016-17,actuals,total,494.75,education,80.0,Department of Higher Education,,,Bridge Works
union,central_sector_schemes,central_sector_schemes.pdf,2016-17,actuals,revenue,488.95,education,67.0,Department of Higher Education,,,427.  Wind Power - Grid Interactive Renewable Power
union,central_sector_schemes,central_sector_schemes.pdf,2016-17,actuals,total,488.95,education,67.0,Department of Higher Education,,,427.  Wind Power - Grid Interactive Renewable Power
union,central_sector_schemes,central_sector_schemes.pdf,2016-17,actuals,revenue,467.62,other,84.0,Department of Science and Technology,,,Research and Development
union,central_sector_schemes,central_sector_schemes.pdf,2016-17,actuals,total,467.62,other,84.0,Department of Science and Technology,,,Research and Development
union,central_sector_schemes,central_sector_schemes.pdf,2016-17,actuals,capital,465.44,education,4.0,Department of Agricultural Research and Education,,,Fuel Cycle Projects (Fast Reactor Fuel Cycle Fascility)
union,central_sector_schemes,central_sector_schemes.pdf,2016-17,actuals,total,465.44,education,4.0,Department of Agricultural Research and Education,,,Fuel Cycle Projects (Fast Reactor Fuel Cycle Fascility)
union,central_sector_schemes,central_sector_schemes.pdf,2016-17,actuals,capital,451.49,education,4.0,Department of Agricultural Research and Education,,,Backend Fuel Cycle Projects
union,central_sector_schemes,central_sector_schemes.pdf,2016-17,actuals,total,451.49,education,4.0,Department of Agricultural Research and Education,,,Backend Fuel Cycle Projects
union,central_sector_schemes,central_sector_schemes.pdf,2016-17,actuals,capital,450.47,other,21.0,Department of Food and Public Distribution,,,Rolling Stock - Army
union,central_sector_schemes,central_sector_schemes.pdf,2016-17,actuals,total,450.47,other,21.0,Department of Food and Public Distribution,,,Rolling Stock - Army
union,central_sector_schemes,central_sector_schemes.pdf,2016-17,actuals,capital,450.0,education,72.0,Department of Higher Education,,,Phulpur Dhamra Haldia Pipeline Project
union,central_sector_schemes,central_sector_schemes.pdf,2016-17,actuals,total,450.0,education,72.0,Department of Higher Education,,,Phulpur Dhamra Haldia Pipeline Project
union,central_sector_schemes,central_sector_schemes.pdf,2016-17,actuals,total,441.84,other,23.0,Department of Food and Public Distribution,,,Schemes of North East Council
union,central_sector_schemes,central_sector_schemes.pdf,2016-17,actuals,revenue,435.59,education,74.0,Department of Higher Education,,,Strengthening of Power Systems
union,central_sector_schemes,central_sector_schemes.pdf,2016-17,actuals,capital,431.52,education,80.0,Department of Higher Education,,,Machinery and Plant
union,central_sector_schemes,central_sector_schemes.pdf,2016-17,actuals,total,431.52,education,80.0,Department of Higher Education,,,Machinery and Plant
union,central_sector_schemes,central_sector_schemes.pdf,2016-17,actuals,revenue,409.97,other,28.0,Department of Food and Public Distribution,,,Mauritius
union,central_sector_schemes,central_sector_schemes.pdf,2016-17,actuals,total,409.97,other,28.0,Department of Food and Public Distribution,,,Mauritius
union,central_sector_schemes,central_sector_schemes.pdf,2016-17,actuals,total,405.83,other,87.0,Department of Scientific and Industrial Research,,,Sagarmala
union,central_sector_schemes,central_sector_schemes.pdf,2016-17,actuals,revenue,405.39,other,9.0,Department of Pharmaceuticals,,,Subsidy for Special Operations
union,central_sector_schemes,central_sector_schemes.pdf,2016-17,actuals,total,405.39,other,9.0,Department of Pharmaceuticals,,,Subsidy for Special Operations
union,central_sector_schemes,central_sector_schemes.pdf,2016-17,actuals,revenue,402.76,other,23.0,Department of Food and Public Distribution,,,Schemes of North East Council
union,central_sector_schemes,central_sector_schemes.pdf,2016-17,actuals,revenue,400.0,infrastructure,11.0,Department of Commerce,,,National Export Insurance Account
union,central_sector_schemes,central_sector_schemes.pdf,2016-17,actuals,revenue,400.0,other,12.0,Department of Industrial Policy and Promotion,,,Indian Leather Development Programme (ILDP)
